timestamp,model_name,checkpoint_path,category,train_norm,init,attack_norm,epsilon_input,epsilon_eval,attack_steps,attack_step,clean_top1,clean_top5,adv_top1,adv_top5,clean_loss,adv_loss,state_dict_used,_source_csv,_model_dir_name,l1_step_mode,l1_apgd_rho,model_dir,is_baseline,_parsed_category,_parsed_train_norm,_parsed_train_family,_parsed_init,_parsed_train_eps,train_family,train_eps,pgd_constrained_eps,model_id,eval_variant,model_label,plot_category
2026-03-24T14:56:20,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,linf,1.0,0.0039215686274509,10,0.0007843137254901,77.12,93.294,67.42,88.924,1.0492546143341064,1.455328229522705,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,0.00392156862745098,convnext_small_l2trades_2_init1,linf,eps=2 init 1,trades
2026-03-24T16:55:24,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,linf,2.0,0.0078431372549019,10,0.0015686274509803,77.12,93.294,57.108,83.58,1.0492546143341064,1.9422764739990237,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,0.00784313725490196,convnext_small_l2trades_2_init1,linf,eps=2 init 1,trades
2026-03-24T18:54:51,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,linf,4.0,0.0156862745098039,10,0.0031372549019607,77.12,93.294,36.032,68.498,1.0492546143341064,3.248204029846192,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,0.01568627450980392,convnext_small_l2trades_2_init1,linf,eps=2 init 1,trades
2026-03-24T20:55:01,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,linf,8.0,0.0313725490196078,10,0.0062745098039215,77.12,93.294,13.68,36.454,1.0492546143341064,6.703351049194336,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,0.03137254901960784,convnext_small_l2trades_2_init1,linf,eps=2 init 1,trades
2026-03-24T22:53:32,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,linf,16.0,0.0627450980392156,10,0.0125490196078431,77.12,93.294,1.746,4.946,1.0492546143341064,13.461994018249513,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,0.06274509803921569,convnext_small_l2trades_2_init1,linf,eps=2 init 1,trades
2026-03-25T02:49:03,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,l2,1.0,1.0,10,0.2,77.12,93.294,66.728,88.542,1.0492546143341064,1.4835930183410644,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,1.0,convnext_small_l2trades_2_init1,l2,eps=2 init 1,trades
2026-03-25T04:46:50,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,l2,2.0,2.0,10,0.4,77.12,93.294,55.566,82.728,1.0492546143341064,1.9986651236724853,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,2.0,convnext_small_l2trades_2_init1,l2,eps=2 init 1,trades
2026-03-25T06:44:34,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,l2,4.0,4.0,10,0.8,77.12,93.294,33.768,66.592,1.0492546143341064,3.373082265930176,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,4.0,convnext_small_l2trades_2_init1,l2,eps=2 init 1,trades
2026-03-25T08:42:11,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,l2,8.0,8.0,10,1.6,77.12,93.294,12.216,34.396,1.0492546143341064,6.935398758544922,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,8.0,convnext_small_l2trades_2_init1,l2,eps=2 init 1,trades
2026-03-25T10:39:53,model_best,/home/ashtomer/projects/ares/results/models/convnext_small_l2trades_2_init1/model_best.pth.tar,trades,l2,1,l2,16.0,16.0,10,3.2,77.12,93.294,1.516,4.276,1.0492546143341064,14.055188380126951,state_dict_ema,/groups/golan_neurogroup/bml_group/tomerash/advmodels/results/models/convnext_small_l2trades_2_init1/pgd_eval/pgd_validation_results.csv,convnext_small_l2trades_2_init1,,,convnext_small_l2trades_2_init1,False,trades,l2,l2,1,2.0,l2,2.0,16.0,convnext_small_l2trades_2_init1,l2,eps=2 init 1,trades
